label,arp_opcode,arp_src_hw_mac,arp_src_proto_ipv4,arp_dst_hw_mac,arp_dst_proto_ipv4,frame_len
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.254,55
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:3c:0d:6b,192.168.1.214,60
0,1,02:00:00:b0:88:a8,192.168.1.59,ff:ff:ff:ff:ff:ff,192.168.1.116,43
0,2,02:00:00:86:2d:a5,192.168.1.106,02:00:00:1f:85:43,192.168.1.221,62
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.18,60
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:f9:f7:4e,192.168.1.57,42
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:c1:cc:0f,192.168.1.254,54
0,2,02:00:00:50:fd:f3,192.168.1.123,02:00:00:57:01:f9,192.168.1.237,59
0,2,02:00:00:7d:c8:14,192.168.1.28,02:00:00:a1:8b:70,192.168.1.115,45
0,2,02:00:00:57:01:f9,192.168.1.237,02:00:00:e4:3e:86,192.168.1.144,49
0,2,02:00:00:72:2a:61,192.168.1.98,02:00:00:f9:f7:4e,192.168.1.57,45
1,2,DE:AD:BE:EF:00:01,192.168.1.137,00:00:0A:BB:CC:01,192.168.1.1,59
0,2,02:00:00:06:d1:36,192.168.1.53,02:00:00:6c:9e:f6,192.168.1.251,47
0,2,02:00:00:00:3d:33,192.168.1.69,02:00:00:9d:24:70,192.168.1.219,44
0,1,02:00:00:3c:0d:6b,192.168.1.214,ff:ff:ff:ff:ff:ff,192.168.1.229,54
0,2,02:00:00:d0:27:cc,192.168.1.230,02:00:00:b0:88:a8,192.168.1.59,58
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c9:2d:60,192.168.1.118,46
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.118,59
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:60:d1:b2,192.168.1.250,59
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:57:01:f9,192.168.1.237,54
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.181,47
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:9d:a3:be,192.168.1.33,59
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:09:eb:bd,192.168.1.67,43
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:7d:c8:14,192.168.1.28,48
0,1,02:00:00:8f:60:ba,192.168.1.58,ff:ff:ff:ff:ff:ff,192.168.1.88,63
0,1,02:00:00:b2:e9:41,192.168.1.104,ff:ff:ff:ff:ff:ff,192.168.1.254,46
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.33,45
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.59,53
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:09:eb:bd,192.168.1.67,57
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.7,55
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.6,43
0,2,02:00:00:e4:97:80,192.168.1.66,02:00:00:6c:9e:f6,192.168.1.251,61
0,1,02:00:00:9d:a3:be,192.168.1.33,ff:ff:ff:ff:ff:ff,192.168.1.214,55
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.98,64
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.137,58
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:19:7c:6b,192.168.1.25,60
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.179,53
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:a1:8b:70,192.168.1.115,63
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:42:98:7d,192.168.1.200,58
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.230,56
0,2,02:00:00:b0:88:a8,192.168.1.59,02:00:00:7d:c8:14,192.168.1.28,49
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:06:d1:36,192.168.1.53,60
0,1,02:00:00:9d:a3:be,192.168.1.33,ff:ff:ff:ff:ff:ff,192.168.1.89,60
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.53,42
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:8b:dd:ba,192.168.1.51,42
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:09:eb:bd,192.168.1.67,48
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.221,54
0,1,02:00:00:58:04:51,192.168.1.72,ff:ff:ff:ff:ff:ff,192.168.1.66,55
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c1:cf:06,192.168.1.137,47
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:99:99:03,192.168.1.194,58
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:99:99:03,192.168.1.194,43
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:50:fd:f3,192.168.1.123,50
0,2,02:00:00:60:d1:b2,192.168.1.250,02:00:00:c9:2d:60,192.168.1.118,53
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.220,50
1,2,DE:AD:BE:EF:00:01,192.168.1.60,00:00:0A:BB:CC:01,192.168.1.1,49
0,1,02:00:00:3c:0d:6b,192.168.1.214,ff:ff:ff:ff:ff:ff,192.168.1.28,52
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.200,50
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:57:c6:40,192.168.1.11,43
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.179,47
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.106,54
0,2,02:00:00:72:2a:61,192.168.1.98,00:00:0A:BB:CC:01,192.168.1.1,44
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:72:2a:61,192.168.1.98,62
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:9d:24:70,192.168.1.219,51
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:19:7c:6b,192.168.1.25,63
0,2,02:00:00:7d:c8:14,192.168.1.28,02:00:00:a1:8b:70,192.168.1.115,46
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.145,45
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:b2:e9:41,192.168.1.104,47
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.51,45
0,1,02:00:00:1c:fb:87,192.168.1.6,ff:ff:ff:ff:ff:ff,192.168.1.59,50
1,2,DE:AD:BE:EF:00:01,192.168.1.7,00:00:0A:BB:CC:01,192.168.1.1,46
0,2,02:00:00:86:2d:a5,192.168.1.106,02:00:00:1c:fb:87,192.168.1.6,47
0,1,02:00:00:8f:ee:25,192.168.1.160,ff:ff:ff:ff:ff:ff,192.168.1.214,48
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.72,61
0,1,02:00:00:a1:8b:70,192.168.1.115,ff:ff:ff:ff:ff:ff,192.168.1.181,48
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:1c:fb:87,192.168.1.6,59
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:a9:f6:76,192.168.1.21,57
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:07:3b:79,192.168.1.229,46
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:ce:7e:50,192.168.1.46,55
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.221,53
0,2,02:00:00:19:7c:6b,192.168.1.25,02:00:00:a7:af:d3,192.168.1.179,43
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.194,42
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.220,60
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:06:d1:36,192.168.1.53,63
0,2,02:00:00:09:eb:bd,192.168.1.67,02:00:00:17:a5:d7,192.168.1.88,42
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.194,62
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.57,48
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.237,42
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.116,50
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:94:8b:28,192.168.1.60,52
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.28,51
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:58:04:51,192.168.1.72,47
0,1,02:00:00:bd:da:2a,192.168.1.7,ff:ff:ff:ff:ff:ff,192.168.1.11,52
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:e4:97:80,192.168.1.66,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:09:eb:bd,192.168.1.67,45
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.21,45
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:1c:fb:87,192.168.1.6,49
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:16:97:af,192.168.1.18,52
0,1,02:00:00:f9:f7:4e,192.168.1.57,ff:ff:ff:ff:ff:ff,192.168.1.58,44
1,2,DE:AD:BE:EF:00:01,192.168.1.66,00:00:0A:BB:CC:01,192.168.1.1,57
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:86:2d:a5,192.168.1.106,63
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.137,56
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:1f:85:43,192.168.1.221,46
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.6,42
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.254,42
0,2,02:00:00:a7:af:d3,192.168.1.179,02:00:00:07:3b:79,192.168.1.229,60
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:19:7c:6b,192.168.1.25,43
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c1:cc:0f,192.168.1.254,52
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:17:a5:d7,192.168.1.88,48
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.137,61
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:c1:cc:0f,192.168.1.254,47
0,2,02:00:00:19:7c:6b,192.168.1.25,02:00:00:19:21:17,192.168.1.116,52
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.127,50
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:c1:cc:0f,192.168.1.254,64
0,2,02:00:00:07:3b:79,192.168.1.229,02:00:00:57:01:f9,192.168.1.237,51
0,1,02:00:00:1b:84:fd,192.168.1.220,ff:ff:ff:ff:ff:ff,192.168.1.250,44
0,2,02:00:00:07:3b:79,192.168.1.229,02:00:00:19:21:17,192.168.1.116,47
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.127,60
0,2,02:00:00:f5:cc:5c,192.168.1.145,02:00:00:c1:cf:06,192.168.1.137,59
0,2,02:00:00:8f:ee:25,192.168.1.160,02:00:00:30:71:01,192.168.1.127,64
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:00:3d:33,192.168.1.69,60
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.53,53
0,1,02:00:00:57:c6:40,192.168.1.11,ff:ff:ff:ff:ff:ff,192.168.1.118,46
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:bd:da:2a,192.168.1.7,44
0,2,02:00:00:b0:88:a8,192.168.1.59,02:00:00:99:99:03,192.168.1.194,49
0,1,02:00:00:d0:27:cc,192.168.1.230,ff:ff:ff:ff:ff:ff,192.168.1.137,47
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.144,44
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.184,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8f:ee:25,192.168.1.160,59
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:e0:c7:c3,192.168.1.181,57
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.116,46
0,2,02:00:00:f5:cc:5c,192.168.1.145,00:00:0A:BB:CC:01,192.168.1.1,44
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:c9:2d:60,192.168.1.118,57
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:60:d1:b2,192.168.1.250,53
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.104,62
0,1,02:00:00:19:21:17,192.168.1.116,ff:ff:ff:ff:ff:ff,192.168.1.18,46
0,2,02:00:00:01:f8:99,192.168.1.167,02:00:00:b0:88:a8,192.168.1.59,57
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:1b:84:fd,192.168.1.220,52
0,1,02:00:00:7e:4e:a4,192.168.1.184,ff:ff:ff:ff:ff:ff,192.168.1.28,59
0,2,02:00:00:86:2d:a5,192.168.1.106,02:00:00:00:3d:33,192.168.1.69,58
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:50:fd:f3,192.168.1.123,45
0,1,02:00:00:17:a5:d7,192.168.1.88,ff:ff:ff:ff:ff:ff,192.168.1.6,57
0,1,02:00:00:e4:3e:86,192.168.1.144,ff:ff:ff:ff:ff:ff,192.168.1.220,46
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:72:2a:61,192.168.1.98,43
0,2,02:00:00:c1:cc:0f,192.168.1.254,02:00:00:9d:24:70,192.168.1.219,63
0,1,02:00:00:50:fd:f3,192.168.1.123,ff:ff:ff:ff:ff:ff,192.168.1.167,61
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:b0:88:a8,192.168.1.59,49
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.194,42
0,2,00:00:0A:BB:CC:01,192.168.1.1,02:00:00:a1:8b:70,192.168.1.115,42
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:01:f8:99,192.168.1.167,45
0,1,02:00:00:30:71:01,192.168.1.127,ff:ff:ff:ff:ff:ff,192.168.1.123,51
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:a7:af:d3,192.168.1.179,46
0,1,02:00:00:1f:85:43,192.168.1.221,ff:ff:ff:ff:ff:ff,192.168.1.21,49
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.221,45
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:d0:27:cc,192.168.1.230,51
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:01:f8:99,192.168.1.167,52
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.67,46
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.58,43
0,1,02:00:00:c1:cc:0f,192.168.1.254,ff:ff:ff:ff:ff:ff,192.168.1.184,46
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:09:eb:bd,192.168.1.67,57
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.67,48
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.116,45
0,2,02:00:00:c1:cc:0f,192.168.1.254,00:00:0A:BB:CC:01,192.168.1.1,56
0,2,02:00:00:c1:cc:0f,192.168.1.254,02:00:00:72:2a:61,192.168.1.98,61
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:8f:ee:25,192.168.1.160,52
0,1,02:00:00:9d:a3:be,192.168.1.33,ff:ff:ff:ff:ff:ff,192.168.1.72,43
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:86:2d:a5,192.168.1.106,63
0,1,02:00:00:99:99:03,192.168.1.194,ff:ff:ff:ff:ff:ff,192.168.1.18,44
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.67,42
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.118,49
0,2,02:00:00:6c:9e:f6,192.168.1.251,02:00:00:30:71:01,192.168.1.127,52
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:bd:da:2a,192.168.1.7,62
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.7,44
0,2,02:00:00:9d:24:70,192.168.1.219,02:00:00:7e:4e:a4,192.168.1.184,43
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:6c:9e:f6,192.168.1.251,59
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:57:01:f9,192.168.1.237,47
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:57:c6:40,192.168.1.11,51
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.6,54
0,2,02:00:00:30:71:01,192.168.1.127,02:00:00:e4:3e:86,192.168.1.144,54
0,2,02:00:00:94:8b:28,192.168.1.60,02:00:00:e0:c7:c3,192.168.1.181,42
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:c1:cc:0f,192.168.1.254,49
0,1,02:00:00:c1:cf:06,192.168.1.137,ff:ff:ff:ff:ff:ff,192.168.1.181,45
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:3c:0d:6b,192.168.1.214,43
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:16:97:af,192.168.1.18,44
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.237,48
0,2,02:00:00:17:a5:d7,192.168.1.88,02:00:00:b2:e9:41,192.168.1.104,47
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.72,61
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:42:98:7d,192.168.1.200,64
0,1,02:00:00:8b:dd:ba,192.168.1.51,ff:ff:ff:ff:ff:ff,192.168.1.7,44
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.179,57
0,2,02:00:00:7e:4e:a4,192.168.1.184,02:00:00:42:98:7d,192.168.1.200,61
0,2,02:00:00:a9:f6:76,192.168.1.21,02:00:00:a1:8b:70,192.168.1.115,47
0,1,02:00:00:00:3d:33,192.168.1.69,ff:ff:ff:ff:ff:ff,192.168.1.59,61
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.98,43
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.69,62
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.127,42
0,2,02:00:00:99:99:03,192.168.1.194,02:00:00:00:3d:33,192.168.1.69,54
0,2,02:00:00:d0:27:cc,192.168.1.230,02:00:00:5e:27:82,192.168.1.89,63
0,1,02:00:00:42:98:7d,192.168.1.200,ff:ff:ff:ff:ff:ff,192.168.1.160,49
0,1,02:00:00:16:97:af,192.168.1.18,ff:ff:ff:ff:ff:ff,192.168.1.7,46
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:bd:da:2a,192.168.1.7,63
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:c9:2d:60,192.168.1.118,60
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c0:4f:68,192.168.1.135,45
0,1,02:00:00:9d:24:70,192.168.1.219,ff:ff:ff:ff:ff:ff,192.168.1.106,56
0,2,02:00:00:5e:27:82,192.168.1.89,02:00:00:c1:cf:06,192.168.1.137,45
0,1,02:00:00:f5:cc:5c,192.168.1.145,ff:ff:ff:ff:ff:ff,192.168.1.66,49
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:3c:0d:6b,192.168.1.214,53
0,1,02:00:00:94:8b:28,192.168.1.60,ff:ff:ff:ff:ff:ff,192.168.1.59,62
0,2,02:00:00:57:c6:40,192.168.1.11,02:00:00:60:d1:b2,192.168.1.250,52
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.28,58
0,2,02:00:00:e4:3e:86,192.168.1.144,02:00:00:60:d1:b2,192.168.1.250,56
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.123,64
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.72,44
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:ce:7e:50,192.168.1.46,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:7d:c8:14,192.168.1.28,53
0,2,02:00:00:1b:84:fd,192.168.1.220,02:00:00:9d:a3:be,192.168.1.33,49
1,2,DE:AD:BE:EF:00:01,192.168.1.251,00:00:0A:BB:CC:01,192.168.1.1,56
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:8f:60:ba,192.168.1.58,44
0,1,02:00:00:07:3b:79,192.168.1.229,ff:ff:ff:ff:ff:ff,192.168.1.181,53
0,1,02:00:00:ce:7e:50,192.168.1.46,ff:ff:ff:ff:ff:ff,192.168.1.137,45
0,2,02:00:00:86:2d:a5,192.168.1.106,02:00:00:01:f8:99,192.168.1.167,49
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.179,57
0,2,02:00:00:50:fd:f3,192.168.1.123,02:00:00:19:7c:6b,192.168.1.25,63
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.1,52
0,2,02:00:00:c0:4f:68,192.168.1.135,02:00:00:e4:97:80,192.168.1.66,51
0,2,02:00:00:c9:2d:60,192.168.1.118,02:00:00:3c:0d:6b,192.168.1.214,47
0,1,02:00:00:a9:f6:76,192.168.1.21,ff:ff:ff:ff:ff:ff,192.168.1.214,42
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:1b:84:fd,192.168.1.220,61
0,1,02:00:00:01:f8:99,192.168.1.167,ff:ff:ff:ff:ff:ff,192.168.1.72,47
0,1,02:00:00:57:01:f9,192.168.1.237,ff:ff:ff:ff:ff:ff,192.168.1.11,51
0,2,02:00:00:1c:fb:87,192.168.1.6,02:00:00:3c:0d:6b,192.168.1.214,54
0,2,02:00:00:9d:a3:be,192.168.1.33,02:00:00:c9:2d:60,192.168.1.118,48
0,1,02:00:00:a1:8b:70,192.168.1.115,ff:ff:ff:ff:ff:ff,192.168.1.194,46
0,1,02:00:00:19:7c:6b,192.168.1.25,ff:ff:ff:ff:ff:ff,192.168.1.60,49
0,1,00:00:0A:BB:CC:01,192.168.1.1,ff:ff:ff:ff:ff:ff,192.168.1.18,58
0,1,02:00:00:e0:c7:c3,192.168.1.181,ff:ff:ff:ff:ff:ff,192.168.1.33,47
0,1,02:00:00:c0:4f:68,192.168.1.135,ff:ff:ff:ff:ff:ff,192.168.1.115,57
1,2,DE:AD:BE:EF:00:01,192.168.1.60,00:00:0A:BB:CC:01,192.168.1.1,44
0,1,02:00:00:72:2a:61,192.168.1.98,ff:ff:ff:ff:ff:ff,192.168.1.59,60
0,1,02:00:00:c9:2d:60,192.168.1.118,ff:ff:ff:ff:ff:ff,192.168.1.57,44
0,1,02:00:00:6c:9e:f6,192.168.1.251,ff:ff:ff:ff:ff:ff,192.168.1.89,64
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.184,54
1,2,DE:AD:BE:EF:00:01,192.168.1.184,00:00:0A:BB:CC:01,192.168.1.1,42
0,1,02:00:00:06:d1:36,192.168.1.53,ff:ff:ff:ff:ff:ff,192.168.1.167,46
0,2,02:00:00:58:04:51,192.168.1.72,02:00:00:8f:ee:25,192.168.1.160,47
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:30:71:01,192.168.1.127,62
0,2,02:00:00:ce:7e:50,192.168.1.46,02:00:00:94:8b:28,192.168.1.60,54
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:c0:4f:68,192.168.1.135,53
0,2,02:00:00:3c:0d:6b,192.168.1.214,02:00:00:5e:27:82,192.168.1.89,43
0,2,02:00:00:bd:da:2a,192.168.1.7,02:00:00:e0:c7:c3,192.168.1.181,46
0,2,02:00:00:d0:27:cc,192.168.1.230,02:00:00:f5:cc:5c,192.168.1.145,55
0,2,02:00:00:b0:88:a8,192.168.1.59,02:00:00:c1:cf:06,192.168.1.137,61
0,2,02:00:00:42:98:7d,192.168.1.200,02:00:00:72:2a:61,192.168.1.98,54
0,1,02:00:00:86:2d:a5,192.168.1.106,ff:ff:ff:ff:ff:ff,192.168.1.33,58
0,1,02:00:00:e4:97:80,192.168.1.66,ff:ff:ff:ff:ff:ff,192.168.1.25,42
0,1,02:00:00:5e:27:82,192.168.1.89,ff:ff:ff:ff:ff:ff,192.168.1.11,48
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:6c:9e:f6,192.168.1.251,42
0,2,02:00:00:99:99:03,192.168.1.194,02:00:00:07:3b:79,192.168.1.229,47
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:06:d1:36,192.168.1.53,57
0,2,02:00:00:f9:f7:4e,192.168.1.57,02:00:00:60:d1:b2,192.168.1.250,56
1,2,DE:AD:BE:EF:00:01,192.168.1.1,02:00:00:f9:f7:4e,192.168.1.57,55
0,1,02:00:00:09:eb:bd,192.168.1.67,ff:ff:ff:ff:ff:ff,192.168.1.254,62
0,2,02:00:00:e0:c7:c3,192.168.1.181,02:00:00:01:f8:99,192.168.1.167,43
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:86:2d:a5,192.168.1.106,61
0,2,02:00:00:a1:8b:70,192.168.1.115,02:00:00:58:04:51,192.168.1.72,53
0,2,02:00:00:8b:dd:ba,192.168.1.51,02:00:00:17:a5:d7,192.168.1.88,52
0,2,02:00:00:c1:cf:06,192.168.1.137,02:00:00:e0:c7:c3,192.168.1.181,52
0,1,02:00:00:bd:da:2a,192.168.1.7,ff:ff:ff:ff:ff:ff,192.168.1.160,60
0,2,02:00:00:16:97:af,192.168.1.18,02:00:00:8f:60:ba,192.168.1.58,55
0,1,02:00:00:7d:c8:14,192.168.1.28,ff:ff:ff:ff:ff:ff,192.168.1.106,45
